person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(3, 3)","(21, 21)","Nevertheless, the Marvelleys, from Rochdale, Greater Manchester, were buoyant during their visit to the Lookers showroom in Blackburn. “","['Nevertheless', ',', 'the', 'Marvelleys', ',', 'from', 'Rochdale', ',', 'Greater', 'Manchester', ',', 'were', 'buoyant', 'during', 'their', 'visit', 'to', 'the', 'Lookers', 'showroom', 'in', 'Blackburn', '.', '“']","[',', 'from', 'Rochdale', ',']","['.', '“']","[',', 'from', 'Rochdale', ',', 'Greater', 'Manchester', ',', 'were', 'buoyant', 'during', 'their', 'visit', 'to', 'the', 'Lookers', 'showroom', 'in']",0
"(11, 11)","(13, 14)","SiriusXM today announced that world-renowned spiritual and inspirational figures Joel and Victoria Osteen, pastors of Lakewood Church, America's largest Christian congregation, will host an exclusive SiriusXM Town Hall broadcast in New York City on October 5.   ","['SiriusXM', 'today', 'announced', 'that', 'world', '-', 'renowned', 'spiritual', 'and', 'inspirational', 'figures', 'Joel', 'and', 'Victoria', 'Osteen', ',', 'pastors', 'of', 'Lakewood', 'Church', ',', 'America', 's', 'largest', 'Christian', 'congregation', ',', 'will', 'host', 'an', 'exclusive', 'SiriusXM', 'Town', 'Hall', 'broadcast', 'in', 'New', 'York', 'City', 'on', 'October', '5', '.', '']","['and', 'Victoria', 'Osteen', ',']","[',', 'pastors', 'of', 'Lakewood']",['and'],1
"(0, 0)","(5, 5)","Trump's clandestine affair with Marla was revealed to Ivana when she picked up an extension phone in a luxury hotel, Little Nell, in Aspen, Colorado, over Christmas, winter of '89, and heard 'a male voice on the call noting, in the crudest terms, that 'Marla' was sexy'.","['Trump', 's', 'clandestine', 'affair', 'with', 'Marla', 'was', 'revealed', 'to', 'Ivana', 'when', 'she', 'picked', 'up', 'an', 'extension', 'phone', 'in', 'a', 'luxury', 'hotel', ',', 'Little', 'Nell', ',', 'in', 'Aspen', ',', 'Colorado', ',', 'over', 'Christmas', ',', 'winter', 'of', '', '89', ',', 'and', 'heard', '', 'a', 'male', 'voice', 'on', 'the', 'call', 'noting', ',', 'in', 'the', 'crudest', 'terms', ',', 'that', '', 'Marla', '', 'was', 'sexy', '', '.']","['s', 'clandestine', 'affair', 'with']","['was', 'revealed', 'to', 'Ivana']","['s', 'clandestine', 'affair', 'with']",0
"(0, 0)","(10, 11)","LONDON (Reuters) - The sale of oven maker Aga Rangemaster to a U.S. owner with global ambitions caps the transformation of a quintessential English country brand created by some of the biggest names in global design, advertising - and espionage.  …   ","['LONDON', '(', 'Reuters', ')', '-', 'The', 'sale', 'of', 'oven', 'maker', 'Aga', 'Rangemaster', 'to', 'a', 'U.S.', 'owner', 'with', 'global', 'ambitions', 'caps', 'the', 'transformation', 'of', 'a', 'quintessential', 'English', 'country', 'brand', 'created', 'by', 'some', 'of', 'the', 'biggest', 'names', 'in', 'global', 'design', ',', 'advertising', '-', 'and', 'espionage', '.', '', '…', '']","['(', 'Reuters', ')', '-']","['to', 'a', 'U.S.', 'owner']","['(', 'Reuters', ')', '-', 'The', 'sale', 'of', 'oven', 'maker']",0
"(5, 5)","(37, 38)","Loving display: Chris (L) and Gabriel (R), who met on a karaoke website, had the judges all gooey-eyed as they serenaded each other    BBC Radio 1 presenter Nick’s ears pricked up when he heard their story, joking, ‘I need to get on that website if it’s fun and you can get married!’   The Shures warbled their way through the song, not once taking their eyes off one another as they serenaded their other half.   ","['Loving', 'display', ':', 'Chris', '(', 'L', ')', 'and', 'Gabriel', '(', 'R', ')', ',', 'who', 'met', 'on', 'a', 'karaoke', 'website', ',', 'had', 'the', 'judges', 'all', 'gooey', '-', 'eyed', 'as', 'they', 'serenaded', 'each', 'other', '', 'BBC', 'Radio', '1', 'presenter', 'Nick', '’s', 'ears', 'pricked', 'up', 'when', 'he', 'heard', 'their', 'story', ',', 'joking', ',', '‘', 'I', 'need', 'to', 'get', 'on', 'that', 'website', 'if', 'it', '’s', 'fun', 'and', 'you', 'can', 'get', 'married!’', '', 'The', 'Shures', 'warbled', 'their', 'way', 'through', 'the', 'song', ',', 'not', 'once', 'taking', 'their', 'eyes', 'off', 'one', 'another', 'as', 'they', 'serenaded', 'their', 'other', 'half', '.', '']","[')', 'and', 'Gabriel', '(']","['ears', 'pricked', 'up', 'when']","[')', 'and', 'Gabriel', '(', 'R', ')', ',', 'who', 'met', 'on', 'a', 'karaoke', 'website', ',', 'had', 'the', 'judges', 'all', 'gooey', '-', 'eyed', 'as', 'they', 'serenaded', 'each', 'other', '', 'BBC', 'Radio', '1', 'presenter']",0
"(3, 3)","(26, 27)","We know - Taylor is pretty much always in love, and she lives to scribble her future married name all over the pages of her Lisa Frank notebook, but this time it's, like, totally for real, you guys.    ","['We', 'know', '-', 'Taylor', 'is', 'pretty', 'much', 'always', 'in', 'love', ',', 'and', 'she', 'lives', 'to', 'scribble', 'her', 'future', 'married', 'name', 'all', 'over', 'the', 'pages', 'of', 'her', 'Lisa', 'Frank', 'notebook', ',', 'but', 'this', 'time', 'it', 's', ',', 'like', ',', 'totally', 'for', 'real', ',', 'you', 'guys', '.', '']","['is', 'pretty', 'much', 'always']","['notebook', ',', 'but', 'this']","['is', 'pretty', 'much', 'always', 'in', 'love', ',', 'and', 'she', 'lives', 'to', 'scribble', 'her', 'future', 'married', 'name', 'all', 'over', 'the', 'pages', 'of', 'her']",0
"(20, 20)","(27, 29)","Last summer, Gwyneth reportedly let Beyoncé bunk down at her home in Los Angeles' Brentwood area while the Halo star was touring with her husband Jay Z.      Boys will be boys: Jay Z and Chris Martin goofed off on the red carpet of the 2009 Grammys in LA    
","['Last', 'summer', ',', 'Gwyneth', 'reportedly', 'let', 'Beyoncé', 'bunk', 'down', 'at', 'her', 'home', 'in', 'Los', 'Angeles', '', 'Brentwood', 'area', 'while', 'the', 'Halo', 'star', 'was', 'touring', 'with', 'her', 'husband', 'Jay', 'Z.', '', 'Boys', 'will', 'be', 'boys', ':', 'Jay', 'Z', 'and', 'Chris', 'Martin', 'goofed', 'off', 'on', 'the', 'red', 'carpet', 'of', 'the', '2009', 'Grammys', 'in', 'LA', '']","['star', 'was', 'touring', 'with']","['Boys', 'will', 'be', 'boys']","['star', 'was', 'touring', 'with', 'her', 'husband']",0
"(27, 29)","(40, 42)","In 1930, my great grandfather David Adesokan Adeyemo was the chosen Ooni of Ife but because of his age he authoritatively asked his youngest Brother, Oba Adesoji Aderemi, who was about 35 years younger, to be the King in his place so that the family, the people of Ile Ife and the entire Yoruba race can enjoy a long reign and dividend of a well educated ruler.","['In', '1930', ',', 'my', 'great', 'grandfather', 'David', 'Adesokan', 'Adeyemo', 'was', 'the', 'chosen', 'Ooni', 'of', 'Ife', 'but', 'because', 'of', 'his', 'age', 'he', 'authoritatively', 'asked', 'his', 'youngest', 'Brother', ',', 'Oba', 'Adesoji', 'Aderemi', ',', 'who', 'was', 'about', '35', 'years', 'younger', ',', 'to', 'be', 'the', 'King', 'in', 'his', 'place', 'so', 'that', 'the', 'family', ',', 'the', 'people', 'of', 'Ile', 'Ife', 'and', 'the', 'entire', 'Yoruba', 'race', 'can', 'enjoy', 'a', 'long', 'reign', 'and', 'dividend', 'of', 'a', 'well', 'educated', 'ruler', '.']","[',', 'who', 'was', 'about']","['his', 'place', 'so', 'that']","[',', 'who', 'was', 'about', '35', 'years', 'younger', ',', 'to', 'be']",0
"(4, 6)","(8, 8)",Spain's Interior Minister Jorge Fernandez Diaz said Mohsen's case would be processed as quickly as possible.   ,"['Spain', 's', 'Interior', 'Minister', 'Jorge', 'Fernandez', 'Diaz', 'said', 'Mohsen', 's', 'case', 'would', 'be', 'processed', 'as', 'quickly', 'as', 'possible', '.', '']","['said', 'Mohsen', 's', 'case']","['s', 'case', 'would', 'be']",['said'],0
"(48, 48)","(121, 122)",The Senate President Bukola Saraki has mourned the passing of HID Awolowo The matriarch died Saturday aged 99  Read Mr Saraki’s tribute  “I have been enthusiastically looking forward to making a big but surprise visit to Ikenne Ogun State to be part of the Centenary birthday celebration of Mama HI D Awolowo knowing that she is the last woman standing among the wives and mothers who truly contributed by supporting their spouses in laying the foundation for our nation building  “To think that she will not be there during the period of the celebration which is just about two months away makes me sad in spite of her ripe age filled with achievements  “Mama Awolowo truly distinguished herself among her contemporaries and not only because she lived longer but because she served God and humanity to the end  “,"['The', 'Senate', 'President', 'Bukola', 'Saraki', 'has', 'mourned', 'the', 'passing', 'of', 'HID', 'Awolowo', 'The', 'matriarch', 'died', 'Saturday', 'aged', '99', '', 'Read', 'Mr', 'Saraki', '’s', 'tribute', '', '“', 'I', 'have', 'been', 'enthusiastically', 'looking', 'forward', 'to', 'making', 'a', 'big', 'but', 'surprise', 'visit', 'to', 'Ikenne', 'Ogun', 'State', 'to', 'be', 'part', 'of', 'the', 'Centenary', 'birthday', 'celebration', 'of', 'Mama', 'HI', 'D', 'Awolowo', 'knowing', 'that', 'she', 'is', 'the', 'last', 'woman', 'standing', 'among', 'the', 'wives', 'and', 'mothers', 'who', 'truly', 'contributed', 'by', 'supporting', 'their', 'spouses', 'in', 'laying', 'the', 'foundation', 'for', 'our', 'nation', 'building', '', '“', 'To', 'think', 'that', 'she', 'will', 'not', 'be', 'there', 'during', 'the', 'period', 'of', 'the', 'celebration', 'which', 'is', 'just', 'about', 'two', 'months', 'away', 'makes', 'me', 'sad', 'in', 'spite', 'of', 'her', 'ripe', 'age', 'filled', 'with', 'achievements', '', '“', 'Mama', 'Awolowo', 'truly', 'distinguished', 'herself', 'among', 'her', 'contemporaries', 'and', 'not', 'only', 'because', 'she', 'lived', 'longer', 'but', 'because', 'she', 'served', 'God', 'and', 'humanity', 'to', 'the', 'end', '', '“']","['birthday', 'celebration', 'of', 'Mama']","['truly', 'distinguished', 'herself', 'among']","['birthday', 'celebration', 'of', 'Mama', 'HI', 'D', 'Awolowo', 'knowing', 'that', 'she', 'is', 'the', 'last', 'woman', 'standing', 'among', 'the', 'wives', 'and', 'mothers', 'who', 'truly', 'contributed', 'by', 'supporting', 'their', 'spouses', 'in', 'laying', 'the', 'foundation', 'for', 'our', 'nation', 'building', '', '“', 'To', 'think', 'that', 'she', 'will', 'not', 'be', 'there', 'during', 'the', 'period', 'of', 'the', 'celebration', 'which', 'is', 'just', 'about', 'two', 'months', 'away', 'makes', 'me', 'sad', 'in', 'spite', 'of', 'her', 'ripe', 'age', 'filled', 'with', 'achievements', '', '“']",0
"(1, 2)","(44, 46)","-- Stephen Colbert, Wake Forest University, 2015   “I am always appalled when people come up to me and ask for my autograph on airplanes because they read about me in their history book.   ”   -- Watergate conspirator Charles W. Colson, Geneva College, 1998   “","['--', 'Stephen', 'Colbert', ',', 'Wake', 'Forest', 'University', ',', '2015', '', '“', 'I', 'am', 'always', 'appalled', 'when', 'people', 'come', 'up', 'to', 'me', 'and', 'ask', 'for', 'my', 'autograph', 'on', 'airplanes', 'because', 'they', 'read', 'about', 'me', 'in', 'their', 'history', 'book', '.', '', '”', '', '--', 'Watergate', 'conspirator', 'Charles', 'W.', 'Colson', ',', 'Geneva', 'College', ',', '1998', '', '“']","[',', 'Wake', 'Forest', 'University']","[',', 'Geneva', 'College', ',']","[',', 'Wake', 'Forest', 'University', ',', '2015', '', '“', 'I', 'am', 'always', 'appalled', 'when', 'people', 'come', 'up', 'to', 'me', 'and', 'ask', 'for', 'my', 'autograph', 'on', 'airplanes', 'because', 'they', 'read', 'about', 'me', 'in', 'their', 'history', 'book', '.', '', '”', '', '--', 'Watergate', 'conspirator']",0
"(0, 1)","(10, 11)",Ben Affleck could not stop smiling alongside his estranged wife Jennifer Garner in Santa Monica on Thursday.   ,"['Ben', 'Affleck', 'could', 'not', 'stop', 'smiling', 'alongside', 'his', 'estranged', 'wife', 'Jennifer', 'Garner', 'in', 'Santa', 'Monica', 'on', 'Thursday', '.', '']","['could', 'not', 'stop', 'smiling']","['in', 'Santa', 'Monica', 'on']","['could', 'not', 'stop', 'smiling', 'alongside', 'his', 'estranged', 'wife']",1
"(33, 33)","(40, 42)",Blossoming: They have been at the centre of romance rumours as of late and seemingly confirmed one as they were arm-in-arm on the beach in early September   Jamie has a son with estranged wife Evan Rachel Wood; the pair separated in May last year after 19-months of marriage.   ,"['Blossoming', ':', 'They', 'have', 'been', 'at', 'the', 'centre', 'of', 'romance', 'rumours', 'as', 'of', 'late', 'and', 'seemingly', 'confirmed', 'one', 'as', 'they', 'were', 'arm', '-', 'in', '-', 'arm', 'on', 'the', 'beach', 'in', 'early', 'September', '', 'Jamie', 'has', 'a', 'son', 'with', 'estranged', 'wife', 'Evan', 'Rachel', 'Wood', ';', 'the', 'pair', 'separated', 'in', 'May', 'last', 'year', 'after', '19-months', 'of', 'marriage', '.', '']","['has', 'a', 'son', 'with']","[';', 'the', 'pair', 'separated']","['has', 'a', 'son', 'with', 'estranged', 'wife']",1
"(0, 1)","(4, 5)",Mr Simms will replace Penny Wright in the Senate after she announced her decision to quit politics because of a family illness.   ,"['Mr', 'Simms', 'will', 'replace', 'Penny', 'Wright', 'in', 'the', 'Senate', 'after', 'she', 'announced', 'her', 'decision', 'to', 'quit', 'politics', 'because', 'of', 'a', 'family', 'illness', '.', '']","['will', 'replace', 'Penny', 'Wright']","['in', 'the', 'Senate', 'after']","['will', 'replace']",0
"(13, 13)","(26, 26)","lost children as young as four and five years old that day: Rebekah, Melissa, Naomi, Ruth, Valient, Velvet and 'Sweet' Caress.      ","['lost', 'children', 'as', 'young', 'as', 'four', 'and', 'five', 'years', 'old', 'that', 'day', ':', 'Rebekah', ',', 'Melissa', ',', 'Naomi', ',', 'Ruth', ',', 'Valient', ',', 'Velvet', 'and', '', 'Sweet', '', 'Caress', '.', '']","[',', 'Melissa', ',', 'Naomi']","['', 'Caress', '.', '']","[',', 'Melissa', ',', 'Naomi', ',', 'Ruth', ',', 'Valient', ',', 'Velvet', 'and', '']",0
"(33, 33)","(38, 39)","The pair married in 2009 and share two children together, five-year-old Benjamin and Vivian, while Gisele is also stepmother to his eight-year-old son John from his ex-Bridget Moynahan.   ","['The', 'pair', 'married', 'in', '2009', 'and', 'share', 'two', 'children', 'together', ',', 'five', '-', 'year', '-', 'old', 'Benjamin', 'and', 'Vivian', ',', 'while', 'Gisele', 'is', 'also', 'stepmother', 'to', 'his', 'eight', '-', 'year', '-', 'old', 'son', 'John', 'from', 'his', 'ex', '-', 'Bridget', 'Moynahan', '.', '']","['from', 'his', 'ex', '-']","['.', '']","['from', 'his', 'ex', '-']",0
"(85, 85)","(148, 148)","Barred: John Oliver, 89, a former member of the Royal Air Force, has been banned from spending his final days with his son in the United States (file photo)    He has been barred from returning to the United States for ten years - when he would be 99 - to live under the care of his son.    'If we had to do it all over again, we would have done nothing,' Bradley told NJ.com , 'They could have been like all the other illegal immigrants the country loses track of.'    'It's heartbreaking we can't provide anything for him unless we pack everything and leave the United States.'   Robert Oliver, 61, worked tirelessly to get his parents a green card when his mother Betty's health rapidly got worse on her 2011 visit.   ","['Barred', ':', '', 'John', 'Oliver', ',', '89', ',', 'a', 'former', 'member', 'of', 'the', 'Royal', 'Air', 'Force', ',', 'has', 'been', 'banned', 'from', 'spending', 'his', 'final', 'days', 'with', 'his', 'son', 'in', 'the', 'United', 'States', '(', 'file', 'photo', ')', '', 'He', 'has', 'been', 'barred', 'from', 'returning', 'to', 'the', 'United', 'States', 'for', 'ten', 'years', '-', 'when', 'he', 'would', 'be', '99', '-', 'to', 'live', 'under', 'the', 'care', 'of', 'his', 'son', '.', '', '', 'If', 'we', 'had', 'to', 'do', 'it', 'all', 'over', 'again', ',', 'we', 'would', 'have', 'done', 'nothing', ',', '', 'Bradley', 'told', 'NJ.com', ',', '', 'They', 'could', 'have', 'been', 'like', 'all', 'the', 'other', 'illegal', 'immigrants', 'the', 'country', 'loses', 'track', 'of', '.', '', '', '', 'It', 's', 'heartbreaking', 'we', 'ca', ""n't"", 'provide', 'anything', 'for', 'him', 'unless', 'we', 'pack', 'everything', 'and', 'leave', 'the', 'United', 'States', '.', '', '', 'Robert', 'Oliver', ',', '61', ',', 'worked', 'tirelessly', 'to', 'get', 'his', 'parents', 'a', 'green', 'card', 'when', 'his', 'mother', 'Betty', 's', 'health', 'rapidly', 'got', 'worse', 'on', 'her', '2011', 'visit', '.', '']","['told', 'NJ.com', ',', '']","['s', 'health', 'rapidly', 'got']","['told', 'NJ.com', ',', '', 'They', 'could', 'have', 'been', 'like', 'all', 'the', 'other', 'illegal', 'immigrants', 'the', 'country', 'loses', 'track', 'of', '.', '', '', '', 'It', 's', 'heartbreaking', 'we', 'ca', ""n't"", 'provide', 'anything', 'for', 'him', 'unless', 'we', 'pack', 'everything', 'and', 'leave', 'the', 'United', 'States', '.', '', '', 'Robert', 'Oliver', ',', '61', ',', 'worked', 'tirelessly', 'to', 'get', 'his', 'parents', 'a', 'green', 'card', 'when', 'his', 'mother']",0
"(3, 3)","(9, 9)","And his sister Chloe's father — the man Julie refers to as her sons' stepfather, although no longer in a relationship with Julie — has always been a stabilising influence in the children's lives.   ","['And', 'his', 'sister', 'Chloe', 's', 'father', '—', 'the', 'man', 'Julie', 'refers', 'to', 'as', 'her', 'sons', '', 'stepfather', ',', 'although', 'no', 'longer', 'in', 'a', 'relationship', 'with', 'Julie', '—', 'has', 'always', 'been', 'a', 'stabilising', 'influence', 'in', 'the', 'children', 's', 'lives', '.', '']","['s', 'father', '—', 'the']","['refers', 'to', 'as', 'her']","['s', 'father', '—', 'the', 'man']",0
